number	status	branch	owner	patch_set	insertions	deletions	subject
36532	ABANDONED	master	Chris Horn	3	16	20	LU-12756 lnet: Drop ref on peer_ni in lnet_nid2peerni_locked()
36533	ABANDONED	master	Chris Horn	3	54	70	LU-12756 lnet: Drop addref in lnet_get_peer_ni_locked
36534	MERGED	master	Chris Horn	4	13	11	LU-12756 lnet: Refactor lnet_find_best_lpni_on_net
36535	MERGED	master	Chris Horn	4	6	0	LU-12756 lnet: Avoid comparing route to itself
36536	MERGED	master	Chris Horn	4	8	10	LU-12756 lnet: Avoid extra lnet_remotenet lookup
36537	MERGED	master	Chris Horn	7	15	19	LU-12756 lnet: Refactor lnet_set_non_mr_pref_nid
36538	MERGED	master	Chris Horn	7	14	20	LU-12756 lnet: Refactor lnet_find_existing_preferred_best_ni
36539	MERGED	master	Chris Horn	7	9	6	LU-12756 lnet: Introduce lnet_msg_is_response
36540	MERGED	master	Chris Horn	6	9	12	LU-12756 lnet: Remove unnecessary rtr_nid argument
36541	MERGED	master	Chris Horn	7	3	24	LU-12756 lnet: Use info cached in lnet_msg on resend
36542	ABANDONED	master	Chris Horn	2	6	7	LU-12756 lnet: Remove dst_nid arg from lnet_select_pathway
36543	NEW	master	Chris Horn	8	327	782	LU-12756 lnet: Refactor lnet_select_pathway
36544	MERGED	master	Wang Shilong	10	108	2	LU-12826 mdt: limit root to change project state by default
36545	MERGED	b2_12	Minh Diep	2	65	25	LU-12824 o2ib: Reintroduce kiblnd_dev_search
36546	MERGED	b2_12	Minh Diep	2	27	27	LU-12824 o2ib: Fix whitespace in kiblnd_startup
36547	MERGED	b2_12	Minh Diep	2	10	4	LU-12824 o2ib: Record rc in debug log on startup failure
36548	ABANDONED	master	Artem Blagodarenko	1	25	0	LU-5896 tests: archive-migrate-release hsm test
36549	ABANDONED	master	Artem Blagodarenko	41	165	22	LU-5896 hsm: update data version if layout is changed
36550	MERGED	b2_12	Minh Diep	2	158	22	LU-12328 flr: avoid reading unhealthy mirror
36551	MERGED	master	James Simmons	5	16	12	LU-9325 mds: replace simple_strtol use with target_name2index()
36552	MERGED	master	Amir Shehata	2	5	13	LU-12893 lnet: fix peer_ni selection
36553	MERGED	b2_12	Minh Diep	3	988	142	LU-11367 som: integrate LSOM with lfs find
36554	MERGED	master	Andreas Dilger	4	15	5	LU-10070 utils: move new SEL find_param fields to end
36555	MERGED	master	Li Dongyang	2	4	0	LU-11546 utils: enable large_dir for ldiskfs
36556	MERGED	master	Neil Brown	6	76	59	LU-12780 quota: don't use ptlrpc_thread for qmt_reba_thread
36557	MERGED	master	Qian Yingjin	3	3	5	LU-12899 build: rhel8 not install kernel-rpm-macros
36558	MERGED	master	Olaf Faaland	7	47	33	LU-12898 utils: %llu mismatch with type __u64 on ppcle64
36562	ABANDONED	master	James Nunez	5	1	1	ATM-1543 tests: test sanity-lsnapshot
36567	MERGED	master	James Simmons	2	1	1	LU-9859 libcfs: Prevent harmless read underflow
36570	MERGED	b2_12	Minh Diep	2	30	12	LU-11221 osd: allow concurrent bulks from pagecache
36572	MERGED	master	James Nunez	4	13	0	LU-12903 doc: make PCC man pages
36574	ABANDONED	master	Wang Shilong	2	25	86	LU-0000 test: clean quota test files properly
36575	MERGED	master	Shaun Tancheff	4	33	1	LU-12904 build: account_page_dirtied is not exported
36576	MERGED	master	Shaun Tancheff	2	26	17	LU-12904 build: External _module_ decorator removed
36577	MERGED	master	Shaun Tancheff	2	2	0	LU-12904 build: Support for gcc -Wimplicit-fallthrough
36578	MERGED	master	Shaun Tancheff	2	3	7	LU-12904 o2ib: ib_destroy_cq() returns void
36580	MERGED	master	Shaun Tancheff	4	38	2	LU-12904 gss: struct cache_detail readers changed to writers
36582	MERGED	master	Shaun Tancheff	6	17	8	LU-12904 utils: zfs properly detect spa_multihost
36583	MERGED	master	Shaun Tancheff	6	3591	6	LU-12904 ldiskfs: Add ldiskfs support for linux 5.4
36585	MERGED	master	Alex Zhuravlev	15	37	0	LU-12905 tests: wrappers for createmany and unlinkmany
36587	MERGED	master	Andreas Dilger	16	115	24	LU-12910 osc: allow increasing osc.*.short_io_bytes
36589	MERGED	master	Neil Brown	9	6	0	LU-12911 llite: Don't access lov_md fields before size check
36596	NEW	master	Alex Zhuravlev	29	463	22	LU-12916 osd: use writeback cache in ldiskfs
36597	ABANDONED	b2_10	Jian Yu	3	71	0	LU-12457 kernel: new kernel [RHEL 7.7 3.10.0-1062.4.1.el7]
36598	MERGED	master	James Nunez	7	23	4	LU-930 doc: add man pages to make file
36599	MERGED	master	Olaf Faaland	2	7	1	LU-12530 utils: narrow l_tunedisk udev rule
36602	MERGED	master	Yang Sheng	28	52	44	LU-12846 mdd: return error while delete failed
36603	MERGED	master	Quentin Bouget	21	630	366	LU-8585 llapi: use open_by_handle_at in llapi_open_by_fid
36604	MERGED	master	Sebastien Buisson	10	70	20	LU-12894 sec: fix checksum for skpi
36607	NEW	master	Ann Koehler	2	263	33	LU-12915 llite: Add discard_list of fids/jobids to debugfs
36608	ABANDONED	master	Chris Horn	1	495	1026	LU-12756 lnet: Commit for testing
36609	MERGED	master	Jian Yu	11	120	26	LU-11656 llite: fetch default layout for a directory
36611	MERGED	master	Bruno Faccini	3	9	1	LU-12914 mdt: mdt_prep_ma_buf_from_rep() is called twice
36612	NEW	master	James Simmons	18	126	10	LU-8585 tests: re-enable fid2path sanity test for subdir mount
36616	MERGED	master	James Nunez	7	19	5	LU-12895 tests: stop running tests for SSK and SELinux
36618	ABANDONED	master	Chris Horn	3	57	49	LU-12756 lnet: Fix src spec route selection
36620	MERGED	master	Chris Horn	2	1	8	LU-12756 lnet: Remove unused vars in lnet_find_route_locked
36621	MERGED	master	Chris Horn	2	31	46	LU-12756 lnet: Refactor lnet_compare_routes
36622	MERGED	master	Chris Horn	2	28	11	LU-12919 lnet: Fix source specified route selection
36623	MERGED	master	Chris Horn	5	37	47	LU-12756 lnet: Avoid redundant peer NI lookups
36624	ABANDONED	master	Chris Horn	1	12	24	LU-12756 lnet: Take peer NI ref in lnet_discover_peer_locked
36625	NEW	master	Chris Horn	6	17	40	LU-12756 lnet: Refactor lnet_find_route_locked
36626	NEW	master	Chris Horn	6	9	9	LU-12756 lnet: Switch lnet_handle_lo_send to void function
36627	NEW	master	Chris Horn	8	4	7	LU-12756 lnet: Refactor lnet_handle_lo_send
36628	NEW	master	Chris Horn	6	68	56	LU-12756 lnet: Restrict lnet_select_pathway to path selection
36629	MERGED	master	Sebastien Buisson	5	5	5	LU-12895 mdt: check if object exists first
36630	MERGED	master	Minh Diep	3	11	32	LU-12920 build: replace ed with sed
36632	MERGED	master	Mikhail Pershin	2	10	5	LU-12856 target: check FLFLAGS are valid while accessing them
36634	MERGED	b2_12	Amir Shehata	3	4	2	LU-12441 lnet: Detach rspt when md_threshold is infinite
36635	MERGED	b2_12	Amir Shehata	3	135	46	LU-12568 lnet: Defer rspt cleanup when MD queued for unlink
36636	MERGED	master	Neil Brown	4	3	2	LU-13235 lnet: copy the correct amount of CPTs to lnet_cpts
36637	NEW	master	Andreas Dilger	2	35	6	LU-12924 ofd: scale ofd.precreate_batch with OST size
36638	ABANDONED	master	Wang Shilong	1	14	2	LU-12786 lustre: debug
36641	MERGED	master	James Simmons	4	10	5	LU-8585 llite: don't cache MDS_OPEN_LOCK for volatile files
36642	MERGED	b2_12	Minh Diep	2	1	1	LU-12803 libcfs: bump module version
36643	MERGED	b2_12	Minh Diep	2	5	13	LU-12893 lnet: fix peer_ni selection
36644	ABANDONED	b2_10	Jian Yu	3	74	7	LU-00000 tests: perform full group tests
36645	MERGED	master	Arshad Hussain	4	1	0	LU-12923 contrib: Update spelling.txt to add BUILD_BUG_ON()
36646	MERGED	master	Arshad Hussain	4	70	64	LU-12923 mdc: Use BUILD_BUG_ON() for mdc_lib.c
36647	MERGED	master	Arshad Hussain	3	124	122	LU-12923 utils: Use BUILD_BUG_ON() for wiretest.c
36648	MERGED	master	Arshad Hussain	3	112	112	LU-12923 pltrpc: Use BUILD_BUG_ON() for wiretest.c
36649	MERGED	master	Arshad Hussain	4	500	482	LU-12923 ptlrpc: Use BUILD_BUG_ON() for pack_generic.c
36650	MERGED	master	Neil Brown	3	10	22	LU-4423 lustre: don't declare extern variables in C files.
36651	MERGED	master	Neil Brown	4	31	23	LU-9679 lustre: avoid cast of file->private_data
36652	MERGED	master	Neil Brown	11	224	226	LU-9679 llite: Discard LUSTRE_FPRIVATE()
36653	MERGED	master	Neil Brown	5	93	113	LU-9679 general: add missing spaces to folded strings.
36654	MERGED	master	Neil Brown	3	0	110	LU-9679 general: avoid bare return; at end of void function
36655	MERGED	master	Neil Brown	2	0	7	LU-12929 lnet: Remove field net_state in struct lnet_net
36656	MERGED	master	Neil Brown	6	72	115	LU-12930 various: use schedule_timeout_*interruptible
36657	ABANDONED	master	Quentin Bouget	2	10	5	LU-8585 llite: don't cache MDS_OPEN_LOCK for volatile files
36658	ABANDONED	master	Neil Brown	3	14	7	LU-12931 lnet: fix usage of dl_msg_send in net_fault.
36659	MERGED	master	Neil Brown	2	0	15	LU-9679 lnet: discard lnet_print_text_bufs()
36660	MERGED	b2_12	Yang Sheng	2	2	2	LU-12925 test: assign right initial value for test_61
36661	MERGED	master	Neil Brown	3	39	39	LU-9679 all: prefer sizeof(*var) for ALLOC/FREE
36664	ABANDONED	master	Charlie Olmstead	4	0	0	ATM-1617 - Custom sessions fail node prov
36666	MERGED	master	Andreas Dilger	2	0	138	LU-12932 tests: remove obsolete qos.sh test script
36667	MERGED	master	James Simmons	2	8	8	LU-12932 lod: restore qos_thresholdrr sysfs file
36668	MERGED	master	Neil Brown	2	6	6	LU-12931 general: fix some cfs_time_seconds() inconsistencies.
36669	MERGED	master	Neil Brown	2	66	66	LU-9679 modules: Use LIST_HEAD for declaring list_heads
36670	MERGED	master	Neil Brown	4	8	19	LU-9679 modules: use list_move were appropriate.
36671	MERGED	master	Neil Brown	2	0	5	LU-12936 lnet: remove pt_number from lnet_peer_table.
36672	MERGED	master	Neil Brown	2	6	6	LU-9679 modules: declare zero-arg functions correctly
36673	ABANDONED	b2_10	Jian Yu	1	2	6	LU-12270 o2iblnd: pci_unmap_addr() removed in 4.19
36674	MERGED	master	Qian Yingjin	18	2010	231	LU-10934 llite: integrate statx() API with Lustre
36675	ABANDONED	master	James Nunez	1	5	0	LU-12469 tests: stop running sanity test 230j
36676	ABANDONED	master	Jian Yu	1	2	2	LU-12940 kernel: kernel update SLES12 SP4 [4.12.14-95.37.1]
36677	ABANDONED	b2_12	Jian Yu	1	2	2	LU-12940 kernel: kernel update SLES12 SP4 [4.12.14-95.37.1]
36678	MERGED	master	Chris Horn	5	36	21	LU-12941 lnet: Add peer level aliveness information
36679	MERGED	master	Chris Horn	2	8	13	LU-12942 lnet: Optimize check for routing feature flag
36680	MERGED	b2_12	Minh Diep	3	27	1	LU-4398 llite: do not cache write open lock for exec file
36681	MERGED	b2_12	Minh Diep	3	350	0	LU-12103 ldiskfs: don't search large block range if disk full
36682	MERGED	master	Neil Brown	7	69	91	LU-8066 lustre: drop ldebugfs_remove()
36683	ABANDONED	master	Andreas Dilger	1	26	26	LU-12932 lod: rename qos_threshold_rr parameter
36684	MERGED	master	Sebastien Buisson	2	6	6	LU-12469 mdd: handle migrate case with SELinux
36685	MERGED	master	Wang Shilong	17	104	10	LU-9555 quota: df should return projid-specific values
36686	MERGED	master	James Simmons	6	42	31	LU-12932 lod: rename qos_threshold_rr parameter
36687	ABANDONED	master	Yang Sheng	6	3	2	LU-12943 mdt: lu_object_attr()) LBUG
36688	MERGED	master	James Simmons	5	28	14	LU-12931 timers: correctly offset mod_timer.
36689	MERGED	master	Sebastien Buisson	3	56	0	LU-12944 mdd: pass correct xattr size to lower layers
36690	ABANDONED	master	Arshad Hussain	2	3	3	LU-12923 utils: Use BUILD_BUG_ON() for wirecheck.c
36691	ABANDONED	master	Shaun Tancheff	8	41	46	LU-12945 lnet: Limit use of tcp_sendpage
36694	MERGED	master	James Nunez	4	21	20	LU-11490 tests: use variable for file system name
36699	MERGED	master	Wang Shilong	3	35	0	LU-12946 kernel: fix to handle BLK_MQ_RQ_QUEUE_DEV_BUSY event
36701	ABANDONED	master	Andreas Dilger	12	137	124	LU-12931 misc: correctly use jiffies for mod_timer
36702	MERGED	master	Andreas Dilger	5	1	1	LU-12931 gnilnd: use time_after() to compare jiffies
36703	MERGED	master	Alexander Boyko	3	43	3	LU-12949 obdclass: don't extend timer if obd stops
36704	MERGED	master	Alex Zhuravlev	5	18	8	LU-12988 osd: do not use preallocation during mount
36705	MERGED	master	Artem Blagodarenko	6	14	16	LU-12950 osd-ldiskfs: increase supported size to 1024tb
36706	MERGED	master	Andreas Dilger	5	93	55	LU-12937 utils: update wirecheck for new values
36707	MERGED	master	James Simmons	32	359	444	LU-8130 lu_object: convert lu_object cache to rhashtable
36708	MERGED	master	Yang Sheng	5	7	21	LU-12928 gss: crash in sec2target_str()
36709	MERGED	b2_12	Minh Diep	2	35	2	LU-12593 osd: zeroing a freshly allocated block buffer
36711	MERGED	master	Arshad Hussain	4	10	12	LU-12923 utils: Use BUILD_BUG_ON() for wirehdr.c & wirecheck.c
36712	MERGED	master	Li Dongyang	4	8	2	LU-12661 tests: skip sanity 817 if kernel version >= 4.14
36713	MERGED	master	Wang Shilong	3	1	1	LU-12951 lmv: fix to return correct MDT count
36714	MERGED	master	Mikhail Pershin	2	3	3	LU-12741 ptlrpc: do lu_env_refill for new request
36715	MERGED	master	Andreas Dilger	5	13	8	LU-8066 lfsck: use underscores in lfsck status files
36716	MERGED	master	Andreas Dilger	9	53	1	LU-12036 ofd: add "no_precreate" mount option
36717	MERGED	master	Arshad Hussain	2	1	1	LU-12923 mdc: Use BUILD_BUG_ON() for mdc_reint.c
36718	MERGED	master	Arshad Hussain	2	2	2	LU-12923 lov: Use BUILD_BUG_ON() for lov_pack.c
36719	MERGED	master	Arshad Hussain	3	1	1	LU-12923 mdd: Use BUILD_BUG_ON() for mdd_object.c
36720	MERGED	master	Arshad Hussain	2	1	1	LU-12923 ldlm: Use BUILD_BUG_ON() for ldlm_resource.c
36721	MERGED	master	Arshad Hussain	2	4	4	LU-12923 target: Use BUILD_BUG_ON() for tgt_lastrcvd.c
36722	MERGED	master	Arshad Hussain	2	2	2	LU-12923 mdc: Use BUILD_BUG_ON() for mdc_request.c
36725	MERGED	master	Arshad Hussain	3	83	75	LU-12923 lustre: Replace CLASSERT() with BUILD_BUG_ON()
36726	ABANDONED	master	Alex Zhuravlev	1	1	1	LU-12952 cfs: out-of-bound access in cfs_trace_copyin_string
36727	ABANDONED	master	Mikhail Pershin	3	16	3	LU-12781 debug: output reply buffer info at error
36730	ABANDONED	master	Alex Zhuravlev	5	12	1	LU-8968 osp: protect opd_pre_thread from early release
36732	MERGED	master	Mikhail Pershin	4	11	6	LU-12781 ptlrpc: fix inline reply buffer grow
36735	MERGED	master	Lai Siyao	4	16	1	LU-12960 lod: don't set index for 2nd stripe if specific
36737	MERGED	master	Alex Zhuravlev	11	5	1	LU-12961 mdd: avoid double call to mdd_changelog_fini()
36742	ABANDONED	master	Olaf Faaland	2	3	2	LU-11170 osd-zfs: test ZFS versino update to 0.8.2
36743	MERGED	master	Li Dongyang	3	0	2	LU-12965 obdclass: remove assertion for imp_refcount
36744	MERGED	master	Hongchao Zhang	9	74	10	LU-12546 lfsck: print logs for LLIT_UNMATCHED_PAIR
36746	ABANDONED	master	Shaun Tancheff	3	3	2	LU-12954 ofd: use after free in tgt_brw_read
36747	ABANDONED	master	James Nunez	1	24	12	LU-10553 tests: create and cleanup test specific working dir
36748	MERGED	master	James Nunez	4	66	28	LU-12967 ofd: restore sync_on_lock_cancel tunable
36749	MERGED	master	James Simmons	6	17	19	LU-6174 nrs: perform proper division
36750	MERGED	master	James Simmons	5	1	1	LU-6174 osd-ldiskfs: perform proper division
36751	MERGED	master	James Simmons	5	5	14	LU-6174 obd: perform proper division
36753	MERGED	master	Shaun Tancheff	5	1	2	LU-12968 mgs: Prevent reading past end of buffer
36754	MERGED	master	Andreas Dilger	3	25	24	LU-12967 tgt: clean up sync_on_cancel references
36756	MERGED	master	Wang Shilong	4	6	2	LU-12969 test: reset quota limits for all test ID/users
36761	ABANDONED	b2_10	Jian Yu	1	1	1	LU-12141 build: correct the required kernel version for lustre kmod
36762	ABANDONED	master	Hongchao Zhang	1	1	0	LU-12818 test: debug patch
36764	MERGED	master	Aurelien Degremont	2	0	2	LU-12973 doc: remove bad line from .gitignore
36766	NEW	master	Mikhail Pershin	14	41	7	LU-11284 ldlm: enable lock convert for all bits
36767	MERGED	master	Lai Siyao	5	39	0	LU-12974 lfsck: dryrun mode shouldn't repair for layout
36768	ABANDONED	master	Sergey Cheremencev	1	11	11	LU-12975 lmv: ltd_tgts_size used instead of lmv_mdt_count
36769	MERGED	b2_12	Sebastien Buisson	3	53	44	LU-12236 lnet: support non-default network namespace
36770	MERGED	b2_12	Sebastien Buisson	3	133	1	LU-12236 tests: add tests for LNET network namespace
36772	MERGED	master	Hongchao Zhang	2	3	1	LU-12232 test: call dt_sync after dd
36773	ABANDONED	master	Alex Zhuravlev	4	226	0	LU-0000 ldiskfs: dynamic mbstats
36774	MERGED	master	Lai Siyao	7	7	1	LU-11025 uapi: introduce OBD_CONNECT2_CRUSH
36775	MERGED	master	Lai Siyao	20	371	64	LU-11025 dne: introduce new directory hash type: "crush"
36776	MERGED	b2_12	Minh Diep	3	7	1	LU-12530 utils: narrow l_tunedisk udev rule
36778	MERGED	b2_12	Minh Diep	2	81	44	LU-1365 utils: allow set block size for ldiskfs backend
36779	ABANDONED	b2_12	Minh Diep	5	206	2	LU-1365 tests: LARGEDIR and 3-level htree for local ldiskfs
36780	ABANDONED	b2_12	Minh Diep	3	28	19	LU-11546 tests: enable large_dir support for tests
36781	MERGED	b2_12	Minh Diep	6	4	0	LU-11546 utils: enable large_dir for ldiskfs
36791	MERGED	master	James Simmons	2	8	7	LU-8066 obd: map MDS lov/osc to lod/osp
36793	ABANDONED	master	Alex Zhuravlev	6	201	0	LU-0000 mballoc: limit scanning + prefetching
36795	MERGED	master	Sergey Cheremencev	3	67	8	LU-12193 quota: use rw_sem to protect lqs_hash
36796	MERGED	master	Alexey Lyashkov	4	7	4	LU-12981 lnet: Check MTU accurately
36797	MERGED	master	Nathaniel Clark	8	8	2	LU-12100 tests: Use least qunit to set limit
36798	MERGED	master	James Simmons	11	84	77	LU-12822 uapi: properly pack data structures
36799	ABANDONED	master	Lai Siyao	9	104	4	LU-12867 dne: place temp file on MDT where target is
36801	ABANDONED	master	Jian Yu	1	120	26	LU-00000 tests: debug patch
36802	MERGED	master	Serguei Smirnov	5	7	4	LU-11385 odbclass: Handle gracefully if nsproxy is NULL
36806	MERGED	master	Qian Yingjin	9	335	4	LU-12984 utils: Add -newerXY support for lfs find
36809	ABANDONED	master	Alex Zhuravlev	2	4	0	LU-0000 debug: measure reformat time
36811	MERGED	master	James Nunez	4	3	0	LU-12982 tests: skip conf-sanity 5i for old servers
36817	MERGED	master	Shaun Tancheff	5	8	4	LU-12999 mgs: Cleanup string handling in name_create_mdt
36820	MERGED	master	Chris Horn	2	4	1	LU-13001 lnet: Wait for single discovery attempt of routers
36821	NEW	master	Amir Shehata	6	65	132	LU-12991 lnet: remove rspt zombie list
36824	MERGED	master	Neil Brown	7	24	0	LU-13004 ptlrpc: Allow BULK_BUF_KIOV to accept a kvec
36825	MERGED	master	Neil Brown	8	9	19	LU-13004 osp: break read request into pages.
36826	MERGED	master	Neil Brown	6	9	3	LU-13004 target: use KIOV for out_handle
36827	MERGED	master	Neil Brown	6	11	3	LU-13004 target: convert tgt_send_buffer to use KIOV
36828	MERGED	master	Neil Brown	8	5	3	LU-13004 osp: use KIOV in osp_prep_update_req
36829	MERGED	master	Neil Brown	2	0	19	LU-12678 lnet: discard lnd_refcount
36830	MERGED	master	Neil Brown	5	19	22	LU-12678 lnet: prepare to make lnet_lnd const.
36831	MERGED	master	Neil Brown	5	12	11	LU-12678 socklnd: initialize the_ksocklnd at compile-time.
36832	MERGED	master	Neil Brown	3	16	16	LU-12678 lnet: make "struct lnet_lnd" always "const".
36833	MERGED	master	Neil Brown	2	18	19	LU-12678 lnet: change ksocknal_create_peer() to return pointer
36834	MERGED	master	Neil Brown	3	35	48	LU-12678 lnet: discard ksnn_lock
36835	MERGED	master	Neil Brown	4	3	4	LU-12678 lnet: discard struct ksock_peer
36836	MERGED	master	Neil Brown	3	12	19	LU-12678 lnet: change list_for_each in ksocknal_debug_peerhash
36837	MERGED	master	Neil Brown	6	213	254	LU-12678 socklnd: convert peers hash table to hashtable.h
36838	MERGED	master	Neil Brown	5	0	7	LU-12678 lnet: remove dead code: lnet_fini_locks()
36839	MERGED	master	Neil Brown	3	10	13	LU-9679 llite: use lli_flags instead of lli_update_atime
36840	MERGED	master	Neil Brown	4	11	71	LU-13005 lnet: discard LNetEQGet and LNetEQWait
36841	MERGED	master	Neil Brown	5	100	177	LU-13005 lnet: eq: discard struct lnet_handle_eq
